Butterfly species name,Host family,Host genus
Acanthopteroctetes unifascia,Rhamnaceae,Ceanothus thyrsiflorus
﻿Acanthopteroctetes unifascia,Rhamnaceae,Ceanothus thyrsiflorus
Nemophora degeerella,0,0
Agathiphaga queenslandensis,Araucariaceae,Agathis
Agathiphaga queenslandensis,Araucariaceae,Agathis robusta
Alucita desmodactyla,Labiatae,Ballota bullata
Alucita desmodactyla,Labiatae,Stachys alpina
Alucita desmodactyla,Labiatae,Stachys sylvatica
Bombyx mandarina,Moraceae,Morus
Bombyx mori,Moraceae,Morus
Bombyx mori,Moraceae,Morus
Bombyx mori,Moraceae,Morus alba
Bombyx mori,Moraceae,Morus alba
Bombyx mori,Moraceae,Morus nigra
Bombyx mori,Rubiaceae,Morinda citrifolia
Bombyx mori,Moraceae,Morus alba
Bombyx mori,Moraceae,Morus alba
Brahmaea hearseyi,0,0
Bucculatrix cristatella,Compositae,Achillea millefolium
Bucculatrix cristatella,Compositae,Achillea millefolium
Bucculatrix cristatella,Compositae,Achillea millefolium
Pterodecta felderi,0,0
Synemon plana,Gramineae,Danthonia
Telchin licus,0,0
Hemerophila diva,Moraceae,Ficus pedunculata
Hemerophila diva,Moraceae,Ficus
Axia margarita,0,0
Hyposmocoma kahamanoa,0,0
Archaeoses polygrapha,Myoporaceae,Myoporum
Culama crepera,0,0
Morpheis pyracmon,Leguminosae (m),Mimosa caesalpiniifolia
Morpheis pyracmon,Leguminosae (m),Mimosa scabrella
Morpheis pyracmon,Salicaceae,Salix babylonica
Morpheis pyracmon,Leguminosae (c),Senna alata
Morpheis pyracmon,Palmae,Syagrus romanzoffiana
Morpheis pyracmon,Salicaceae,Salix babylonica
Morpheis pyracmon,Leguminosae (m),Inga
Prionoxystus robiniae,Aceraceae,Acer
Prionoxystus robiniae,Fagaceae,Castanea sativa
Prionoxystus robiniae,Ulmaceae,Celtis laevigata
Prionoxystus robiniae,Moraceae,Ficus
Prionoxystus robiniae,Oleaceae,Fraxinus
Prionoxystus robiniae,Salicaceae,Populus
Prionoxystus robiniae,Salicaceae,Populus
Prionoxystus robiniae,Salicaceae,Populus balsamifera
Prionoxystus robiniae,Salicaceae,Populus deltoides
Prionoxystus robiniae,Salicaceae,Populus tremuloides
Prionoxystus robiniae,Rosaceae,Prunus dulcis
Prionoxystus robiniae,Fagaceae,Quercus
Prionoxystus robiniae,Fagaceae,Quercus
Prionoxystus robiniae,Fagaceae,Quercus laevis
Prionoxystus robiniae,Leguminosae (p),Robinia
Prionoxystus robiniae,Leguminosae (p),Robinia pseudoacacia
Prionoxystus robiniae,Leguminosae (p),Robinia pseudoacacia
Prionoxystus robiniae,Salicaceae,Salix
Prionoxystus robiniae,Salicaceae,Salix
Prionoxystus robiniae,Ulmaceae,Ulmus
Prionoxystus robiniae,Compositae,Baccharis halimifolia
Prionoxystus robiniae,Fagaceae,Castanea sativa
Prionoxystus robiniae,Oleaceae,Fraxinus
Prionoxystus robiniae,Salicaceae,Populus
Prionoxystus robiniae,Fagaceae,Quercus
Prionoxystus robiniae,Leguminosae (p),Robinia
Prionoxystus robiniae,Salicaceae,Salix
Prionoxystus robiniae,Ulmaceae,Ulmus
Prionoxystus robiniae,Polyphagous,
Prionoxystus robiniae,Aceraceae,Acer negundo
Prionoxystus robiniae,Oleaceae,Fraxinus pennsylvanica
Prionoxystus robiniae,Salicaceae,Populus tremuloides
Prionoxystus robiniae,Fagaceae,Quercus
Prionoxystus robiniae,Leguminosae (p),Robinia pseudoacacia
Prionoxystus robiniae,Ulmaceae,Ulmus americana
Prionoxystus robiniae,Ulmaceae,Ulmus procera
Prionoxystus robiniae,Polyphagous,
Prionoxystus robiniae,Polyphagous,
Psychonoctua personalis,Euphorbiaceae,Codiaeum variegatum
Psychonoctua personalis,Rutaceae,Citrus medica
Psychonoctua personalis,Rutaceae,Citrus sinensis
Psychonoctua personalis,Combretaceae,Laguncularia racemosa
Psychonoctua personalis,Rubiaceae,Coffea arabica
Psychonoctua personalis,Polygonaceae,Coccoloba swartzii
Psychonoctua personalis,Myrtaceae,Eugenia jambos
Psychonoctua personalis,Rhizophoraceae,Rhizophora mangle
Catoptria falsella,Musci,
Catoptria falsella,Musci,Tortula muralis
Chilo suppressalis,Gramineae,Andropogon sorghum
Chilo suppressalis,Gramineae,Brachiaria mutica
Chilo suppressalis,Cruciferae,Brassica oleracea
Chilo suppressalis,Gramineae,Chaetochloa verticillata
Chilo suppressalis,Gramineae,Coix lacryma-jobi
Chilo suppressalis,Gramineae,Cymbopogon citratus
Chilo suppressalis,Gramineae,Echinochloa crusgalli
Chilo suppressalis,Gramineae,Echinochloa frumentacea
Chilo suppressalis,Gramineae,Echinochloa stagnina
Chilo suppressalis,Gramineae,Eleusine coracana
Chilo suppressalis,Gramineae,Eleusine indica
Chilo suppressalis,Solanaceae,Lycopersicon esculentum
Chilo suppressalis,Gramineae,Miscanthus fusca
Chilo suppressalis,Gramineae,Oryza
Chilo suppressalis,Gramineae,Oryza
Chilo suppressalis,Gramineae,Oryza
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Panicum miliaceum
Chilo suppressalis,Gramineae,Paspalum conjugatum
Chilo suppressalis,Gramineae,Pennisetum americanum
Chilo suppressalis,Gramineae,Saccharum officinarum
Chilo suppressalis,Gramineae,Saccharum officinarum
Chilo suppressalis,Solanaceae,Solanum melongena
Chilo suppressalis,Gramineae,Sorghum
Chilo suppressalis,Gramineae,Sorghum
Chilo suppressalis,Gramineae,Sorghum
Chilo suppressalis,Gramineae,Triticum
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Oryza
Chilo suppressalis,Gramineae,Pennisetum glaucum
Chilo suppressalis,Gramineae,Sorghum
Chilo suppressalis,Gramineae,Andropogon sorghum
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,
Chilo suppressalis,Gramineae,Eleusine coracana
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Oryza sativa
Chilo suppressalis,Gramineae,Pennisetum americanum
Chilo suppressalis,Gramineae,Saccharum officinarum
Chilo suppressalis,Gramineae,Saccharum officinarum
Chilo suppressalis,Gramineae,Sorghum bicolor
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Zea mays
Chilo suppressalis,Gramineae,Saccharum officinarum
Chilo suppressalis,Gramineae,
Cnaphalocrocis medinalis,Gramineae,
Cnaphalocrocis medinalis,Gramineae,Dactyloctenium aegyptium
Cnaphalocrocis medinalis,Gramineae,Digitaria ciliaris
Cnaphalocrocis medinalis,Gramineae,Echinochloa colonum
Cnaphalocrocis medinalis,Gramineae,Echinochloa crus-galli
Cnaphalocrocis medinalis,Gramineae,Echinochloa glabrescens
Cnaphalocrocis medinalis,Gramineae,Eleusine indica
Cnaphalocrocis medinalis,Gramineae,Elytrigia repens
Cnaphalocrocis medinalis,Gramineae,Leersia hexandra
Cnaphalocrocis medinalis,Solanaceae,Nicotiana tabacum
Cnaphalocrocis medinalis,Gramineae,Oryza
Cnaphalocrocis medinalis,Gramineae,Oryza
Cnaphalocrocis medinalis,Gramineae,Oryza
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Paspalum conjugatum
Cnaphalocrocis medinalis,Gramineae,Sacciolepis interrupta
Cnaphalocrocis medinalis,Gramineae,Sorghum halepense
Cnaphalocrocis medinalis,Leguminosae (p),Stylosanthes erecta
Cnaphalocrocis medinalis,Gramineae,Zea mays
Cnaphalocrocis medinalis,Zingiberaceae,Zingiber officinale
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,
Cnaphalocrocis medinalis,Gramineae,Oryza
Cnaphalocrocis medinalis,Gramineae,
Cnaphalocrocis medinalis,Gramineae,Echinochloa colona
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Cnaphalocrocis medinalis,Gramineae,Sorghum
Cnaphalocrocis medinalis,Gramineae,Oryza sativa
Dalcera abrasa,Rubiaceae,Coffea
Dalcera abrasa,Compositae,Eremanthus glomerulatus
Dalcera abrasa,Erythroxylaceae,Erythroxylum deciduum
Dalcera abrasa,Rutaceae,Metrodorea pubescens
Dalcera abrasa,Ochnaceae,Ouratea hexasperma
Dalcera abrasa,Sapotaceae,Pouteria ramiflora
Dalcera abrasa,Vochysiaceae,Qualea parviflora
Dalcera abrasa,Rubiaceae,Coffea
Antaeotricha schlaegeri,Betulaceae,Betula papyrifera
Antaeotricha schlaegeri,Fagaceae,Quercus
Antaeotricha schlaegeri,Fagaceae,Quercus alba
Antaeotricha schlaegeri,Fagaceae,Quercus coccinea/rubra
Psilocorsis reflexella,Aceraceae,Acer
Psilocorsis reflexella,Betulaceae,Betula
Psilocorsis reflexella,Betulaceae,Betula alleghaniensis
Psilocorsis reflexella,Betulaceae,Betula papyrifera
Psilocorsis reflexella,Betulaceae,Betula papyrifera
Psilocorsis reflexella,Juglandaceae,Carya
Psilocorsis reflexella,Juglandaceae,Carya
Psilocorsis reflexella,Juglandaceae,Carya illinoinensis
Psilocorsis reflexella,Juglandaceae,Carya ovata
Psilocorsis reflexella,Corylaceae,Corylus
Psilocorsis reflexella,Fagaceae,Fagus
Psilocorsis reflexella,Salicaceae,Populus
Psilocorsis reflexella,Salicaceae,Populus balsamifera
Psilocorsis reflexella,Salicaceae,Populus grandidentata
Psilocorsis reflexella,Salicaceae,Populus tremuloides
Psilocorsis reflexella,Salicaceae,Populus tremuloides
Psilocorsis reflexella,Fagaceae,Quercus
Psilocorsis reflexella,Fagaceae,Quercus
Psilocorsis reflexella,Fagaceae,Quercus coccinea/rubra
Psilocorsis reflexella,Fagaceae,Quercus rubra
Psilocorsis reflexella,Salicaceae,Salix
Psilocorsis reflexella,Tiliaceae,Tilia
Psilocorsis reflexella,Salicaceae,Populus tremuloides
Cyclidia substigmaria,Alangiaceae,Alangium chinense
Pseudothyatira cymatophoroides,Aceraceae,Acer
Pseudothyatira cymatophoroides,Betulaceae,Alnus
Pseudothyatira cymatophoroides,Betulaceae,Alnus incana
Pseudothyatira cymatophoroides,Betulaceae,Alnus rubra
Pseudothyatira cymatophoroides,Betulaceae,Alnus rubra
Pseudothyatira cymatophoroides,Rosaceae,Amelanchier alnifolia
Pseudothyatira cymatophoroides,Betulaceae,Betula
Pseudothyatira cymatophoroides,Betulaceae,Betula alleghaniensis
Pseudothyatira cymatophoroides,Betulaceae,Betula alleghaniensis
Pseudothyatira cymatophoroides,Betulaceae,Betula papyrifera
Pseudothyatira cymatophoroides,Corylaceae,Corylus
Pseudothyatira cymatophoroides,Corylaceae,Corylus cornuta
Pseudothyatira cymatophoroides,Rosaceae,Crataegus
Pseudothyatira cymatophoroides,Rosaceae,Crataegus laevigata
Pseudothyatira cymatophoroides,Rosaceae,Malus
Pseudothyatira cymatophoroides,Salicaceae,Populus
Pseudothyatira cymatophoroides,Salicaceae,Populus tremuloides
Pseudothyatira cymatophoroides,Rosaceae,Prunus domestica
Pseudothyatira cymatophoroides,Fagaceae,Quercus
Pseudothyatira cymatophoroides,Fagaceae,Quercus rubra
Pseudothyatira cymatophoroides,Rosaceae,Rosa
Pseudothyatira cymatophoroides,Rosaceae,Rosa canina
Pseudothyatira cymatophoroides,Rosaceae,Rubus
Pseudothyatira cymatophoroides,Rosaceae,Rubus idaeus
Pseudothyatira cymatophoroides,Rosaceae,Rubus parviflorus
Pseudothyatira cymatophoroides,Salicaceae,Salix
Pseudothyatira cymatophoroides,Salicaceae,Salix
Pseudothyatira cymatophoroides,Rosaceae,Sorbus
Thyatira batis,Rosaceae,Rubus
Thyatira batis,Rosaceae,Rubus
Thyatira batis,Rosaceae,Rubus
Thyatira batis,Rosaceae,Rubus brasiliensis
Thyatira batis,Rosaceae,Rubus caesius
Thyatira batis,Rosaceae,Rubus fruticosus
Thyatira batis,Rosaceae,Rubus idaeus
Thyatira batis,Rosaceae,Rubus idaeus
Thyatira batis,Rosaceae,Rubus idaeus
Thyatira batis,Rosaceae,Rubus occidentalis
Thyatira batis,Rosaceae,Rubus odoratus
Thyatira batis,Rosaceae,Rubus fruticosus
Tridrepana flava,0,0
Mustilizans dierli,0,0
Epicopeia hainesii,Cornaceae,Bothrocaryum controversum
Amata phegea,Gramineae,
Eudocima salaminia,Menispermaceae,
Eudocima salaminia,Caricaceae,Carica papaya
Eudocima salaminia,Rutaceae,Citrus
Eudocima salaminia,Sapindaceae,Dimocarpus longan
Eudocima salaminia,Menispermaceae,Legnephora moorei
Eudocima salaminia,Menispermaceae,Menispermum
Eudocima salaminia,Menispermaceae,Menispermum
Eudocima salaminia,Musaceae,Musa paradisiaca
Eudocima salaminia,Menispermaceae,Sarcopetalum
Eudocima salaminia,Menispermaceae,Stephania
Eudocima salaminia,Menispermaceae,Stephania
Eudocima salaminia,Rutaceae,Citrus
Eudocima salaminia,Menispermaceae,Stephania japonica
Euproctis chrysorrhoea,Polyphagous,
Euproctis chrysorrhoea,Rosaceae,
Euproctis chrysorrhoea,Leguminosae (m),Acacia
Euproctis chrysorrhoea,Aceraceae,Acer
Euproctis chrysorrhoea,Aceraceae,Acer pseudoplatanus
Euproctis chrysorrhoea,Aceraceae,Acer saccharinum
Euproctis chrysorrhoea,Rosaceae,Amelanchier
Euproctis chrysorrhoea,Compositae,Arctium lappa
Euproctis chrysorrhoea,Betulaceae,Betula
Euproctis chrysorrhoea,Betulaceae,Betula papyrifera
Euproctis chrysorrhoea,Juglandaceae,Carya
Euproctis chrysorrhoea,Fagaceae,Castanea dentata
Euproctis chrysorrhoea,Rosaceae,Chaenomeles japonica
Euproctis chrysorrhoea,Rosaceae,Crataegus
Euproctis chrysorrhoea,Rosaceae,Crataegus
Euproctis chrysorrhoea,Rosaceae,Cydonia oblonga
Euproctis chrysorrhoea,Fagaceae,Fagus
Euproctis chrysorrhoea,Fagaceae,Fagus grandifolia
Euproctis chrysorrhoea,Oleaceae,Forsythia
Euproctis chrysorrhoea,Rosaceae,Fragaria
Euproctis chrysorrhoea,Rosaceae,Fragaria chiloensis
Euproctis chrysorrhoea,Oleaceae,Fraxinus
Euproctis chrysorrhoea,Oleaceae,Fraxinus americana
Euproctis chrysorrhoea,Geraniaceae,Geranium sanguineum
Euproctis chrysorrhoea,Elaeagnaceae,Hippophae
Euproctis chrysorrhoea,Juglandaceae,Juglans nigra
Euproctis chrysorrhoea,Juglandaceae,Juglans regia
Euproctis chrysorrhoea,Rosaceae,Malus
Euproctis chrysorrhoea,Rosaceae,Malus coronaria
Euproctis chrysorrhoea,Rosaceae,Malus pumila
Euproctis chrysorrhoea,Rosaceae,Malus pumila
Euproctis chrysorrhoea,Myricaceae,Myrica
Euproctis chrysorrhoea,Myricaceae,Myrica pensylvanica
Euproctis chrysorrhoea,Vitaceae,Parthenocissus quinquefolia
Euproctis chrysorrhoea,Plantaginaceae,Plantago
Euproctis chrysorrhoea,Salicaceae,Populus
Euproctis chrysorrhoea,Rosaceae,Prunus
Euproctis chrysorrhoea,Rosaceae,Prunus
Euproctis chrysorrhoea,Rosaceae,Prunus avium
Euproctis chrysorrhoea,Rosaceae,Prunus cerasus
Euproctis chrysorrhoea,Rosaceae,Prunus domestica
Euproctis chrysorrhoea,Rosaceae,Prunus pensylvanica
Euproctis chrysorrhoea,Rosaceae,Prunus persica
Euproctis chrysorrhoea,Rosaceae,Prunus persica
Euproctis chrysorrhoea,Rosaceae,Prunus serotina
Euproctis chrysorrhoea,Rosaceae,Pyrus
Euproctis chrysorrhoea,Rosaceae,Pyrus communis
Euproctis chrysorrhoea,Fagaceae,Quercus
Euproctis chrysorrhoea,Fagaceae,Quercus
Euproctis chrysorrhoea,Polygonaceae,Rheum rhaponticum
Euproctis chrysorrhoea,Grossulariaceae,Ribes rubrum
Euproctis chrysorrhoea,Grossulariaceae,Ribes rubrum
Euproctis chrysorrhoea,Grossulariaceae,Ribes uva-crispa
Euproctis chrysorrhoea,Grossulariaceae,Ribes uva-crispa
Euproctis chrysorrhoea,Leguminosae (p),Robinia pseudoacacia
Euproctis chrysorrhoea,Rosaceae,Rosa
Euproctis chrysorrhoea,Rosaceae,Rosa
Euproctis chrysorrhoea,Rosaceae,Rosa carolina
Euproctis chrysorrhoea,Rosaceae,Rubus
Euproctis chrysorrhoea,Rosaceae,Rubus allegheniensis
Euproctis chrysorrhoea,Rosaceae,Rubus fruticosus
Euproctis chrysorrhoea,Rosaceae,Rubus idaeus
Euproctis chrysorrhoea,Polygonaceae,Rumex crispus
Euproctis chrysorrhoea,Polygonaceae,Rumex verticillatus
Euproctis chrysorrhoea,Salicaceae,Salix
Euproctis chrysorrhoea,Salicaceae,Salix
Euproctis chrysorrhoea,Salicaceae,Salix babylonica
Euproctis chrysorrhoea,Caprifoliaceae,Sambucus nigra
Euproctis chrysorrhoea,Caprifoliaceae,Sambucus nigra
Euproctis chrysorrhoea,Rosaceae,Sorbus americana
Euproctis chrysorrhoea,Rosaceae,Sorbus aria
Euproctis chrysorrhoea,Rosaceae,Spiraea
Euproctis chrysorrhoea,Rosaceae,Spiraea thunbergii
Euproctis chrysorrhoea,Tiliaceae,Tilia
Euproctis chrysorrhoea,Leguminosae (p),Trifolium pratense
Euproctis chrysorrhoea,Ulmaceae,Ulmus
Euproctis chrysorrhoea,Ulmaceae,Ulmus
Euproctis chrysorrhoea,Caprifoliaceae,Viburnum nudum
Euproctis chrysorrhoea,Vitaceae,Vitis
Euproctis chrysorrhoea,Vitaceae,Vitis vulpina
Euproctis chrysorrhoea,Caprifoliaceae,Weigela florida
Euproctis chrysorrhoea,Leguminosae (p),Wisteria sinensis
Euproctis chrysorrhoea,Polyphagous,
Euproctis chrysorrhoea,Polyphagous,
Euproctis chrysorrhoea,Polyphagous,
Euproctis chrysorrhoea,Rosaceae,
Euproctis chrysorrhoea,Fagaceae,Quercus alba
Euproctis chrysorrhoea,Salicaceae,Salix
Euproctis chrysorrhoea,Polyphagous,
Euproctis chrysorrhoea,Polyphagous,
Lymantria dispar,Araucariaceae,
Lymantria dispar,Cupressaceae,
Lymantria dispar,Pinaceae,
Lymantria dispar,Polyphagous,
Lymantria dispar,Taxaceae,
Lymantria dispar,Taxodiaceae,
Lymantria dispar,Pinaceae,Abies balsamea
Lymantria dispar,Aceraceae,Acer negundo
Lymantria dispar,Aceraceae,Acer pensylvanicum
Lymantria dispar,Aceraceae,Acer pensylvanicum
Lymantria dispar,Aceraceae,Acer platanoides
Lymantria dispar,Aceraceae,Acer rubrum
Lymantria dispar,Aceraceae,Acer rubrum
Lymantria dispar,Aceraceae,Acer saccharinum
Lymantria dispar,Aceraceae,Acer saccharum
Lymantria dispar,Aceraceae,Acer spicatum
Lymantria dispar,Betulaceae,Alnus
Lymantria dispar,Betulaceae,Alnus incana
Lymantria dispar,Betulaceae,Alnus serrulata
Lymantria dispar,Rosaceae,Amelanchier alnifolia
Lymantria dispar,Araliaceae,Aralia nudicaulis
Lymantria dispar,Berberidaceae,Berberis vulgaris
Lymantria dispar,Betulaceae,Betula
Lymantria dispar,Betulaceae,Betula
Lymantria dispar,Betulaceae,Betula alleghaniensis
Lymantria dispar,Betulaceae,Betula lenta
Lymantria dispar,Betulaceae,Betula nigra
Lymantria dispar,Betulaceae,Betula papyrifera
Lymantria dispar,Betulaceae,Betula pendula
Lymantria dispar,Betulaceae,Betula populifolia
Lymantria dispar,Corylaceae,Carpinus caroliniana
Lymantria dispar,Juglandaceae,Carya alba
Lymantria dispar,Juglandaceae,Carya cordiformis
Lymantria dispar,Juglandaceae,Carya glabra
Lymantria dispar,Juglandaceae,Carya ovata
Lymantria dispar,Fagaceae,Castanea dentata
Lymantria dispar,Bignoniaceae,Catalpa
Lymantria dispar,Pinaceae,Cedrus deodara
Lymantria dispar,Ulmaceae,Celtis occidentalis
Lymantria dispar,Compositae,Chaenactis stevioides
Lymantria dispar,Rutaceae,Citrus
Lymantria dispar,Clethraceae,Clethra alnifolia
Lymantria dispar,Myricaceae,Comptonia peregrina
Lymantria dispar,Cornaceae,Cornus
Lymantria dispar,Cornaceae,Cornus florida
Lymantria dispar,Cornaceae,Cornus sericea
Lymantria dispar,Corylaceae,Corylus
Lymantria dispar,Corylaceae,Corylus americana
Lymantria dispar,Corylaceae,Corylus avellana
Lymantria dispar,Corylaceae,Corylus cornuta
Lymantria dispar,Rosaceae,Crataegus
Lymantria dispar,Rosaceae,Crataegus
Lymantria dispar,Caprifoliaceae,Diervilla lonicera
Lymantria dispar,Ebenaceae,Diospyros
Lymantria dispar,Ebenaceae,Diospyros virginiana
Lymantria dispar,Fagaceae,Fagus grandifolia
Lymantria dispar,Oleaceae,Fraxinus
Lymantria dispar,Oleaceae,Fraxinus americana
Lymantria dispar,Oleaceae,Fraxinus nigra
Lymantria dispar,Oleaceae,Fraxinus profunda
Lymantria dispar,Oleaceae,Fraxinus quadrangulata
Lymantria dispar,Ericaceae,Gaylussacia frondosa
Lymantria dispar,Ginkgoaceae,Ginkgo biloba
Lymantria dispar,Leguminosae (c),Gleditsia triacanthos
Lymantria dispar,Leguminosae (c),Gymnocladus dioicus
Lymantria dispar,Hamamelidaceae,Hamamelis virginiana
Lymantria dispar,Aquifoliaceae,Ilex glabra
Lymantria dispar,Aquifoliaceae,Ilex laevigata
Lymantria dispar,Aquifoliaceae,Ilex opaca
Lymantria dispar,Iridaceae,Iris versicolor
Lymantria dispar,Juglandaceae,Juglans cinerea
Lymantria dispar,Juglandaceae,Juglans cinerea
Lymantria dispar,Juglandaceae,Juglans nigra
Lymantria dispar,Cupressaceae,Juniperus communis
Lymantria dispar,Cupressaceae,Juniperus virginiana
Lymantria dispar,Ericaceae,Kalmia angustifolia
Lymantria dispar,Ericaceae,Kalmia latifolia
Lymantria dispar,Pinaceae,Larix
Lymantria dispar,Pinaceae,Larix
Lymantria dispar,Pinaceae,Larix
Lymantria dispar,Pinaceae,Larix decidua
Lymantria dispar,Pinaceae,Larix decidua
Lymantria dispar,Pinaceae,Larix laricina
Lymantria dispar,Ericaceae,Leucothoe
Lymantria dispar,Oleaceae,Ligustrum
Lymantria dispar,Lauraceae,Lindera benzoin
Lymantria dispar,Hamamelidaceae,Liquidambar styraciflua
Lymantria dispar,Magnoliaceae,Liriodendron tulipifera
Lymantria dispar,Moraceae,Maclura pomifera
Lymantria dispar,Rosaceae,Malus
Lymantria dispar,Rosaceae,Malus
Lymantria dispar,Rosaceae,Malus pumila
Lymantria dispar,Rosaceae,Malus pumila
Lymantria dispar,Rosaceae,Malus pumila
Lymantria dispar,Myricaceae,Myrica gale
Lymantria dispar,Myricaceae,Myrica pensylvanica
Lymantria dispar,Cornaceae,Nyssa sylvatica
Lymantria dispar,Corylaceae,Ostrya virginiana
Lymantria dispar,Corylaceae,Ostrya virginiana
Lymantria dispar,Lauraceae,Persea americana
Lymantria dispar,Pinaceae,Picea
Lymantria dispar,Pinaceae,Picea abies
Lymantria dispar,Pinaceae,Picea glauca
Lymantria dispar,Pinaceae,Picea mariana
Lymantria dispar,Pinaceae,Picea pungens
Lymantria dispar,Pinaceae,Picea pungens
Lymantria dispar,Pinaceae,Picea rubens
Lymantria dispar,Pinaceae,Pinus
Lymantria dispar,Pinaceae,Pinus banksiana
Lymantria dispar,Pinaceae,Pinus flexilis
Lymantria dispar,Pinaceae,Pinus resinosa
Lymantria dispar,Pinaceae,Pinus rigida
Lymantria dispar,Pinaceae,Pinus rigida
Lymantria dispar,Pinaceae,Pinus strobus
Lymantria dispar,Pinaceae,Pinus sylvestris
Lymantria dispar,Anacardiaceae,Pistacia vera
Lymantria dispar,Platanaceae,Platanus occidentalis
Lymantria dispar,Salicaceae,Populus
Lymantria dispar,Salicaceae,Populus
Lymantria dispar,Salicaceae,Populus X jackii
Lymantria dispar,Salicaceae,Populus alba
Lymantria dispar,Salicaceae,Populus deltoides
Lymantria dispar,Salicaceae,Populus grandidentata
Lymantria dispar,Salicaceae,Populus nigra
Lymantria dispar,Salicaceae,Populus nigra
Lymantria dispar,Salicaceae,Populus tremuloides
Lymantria dispar,Salicaceae,Populus tremuloides
Lymantria dispar,Rosaceae,Prunus
Lymantria dispar,Rosaceae,Prunus
Lymantria dispar,Rosaceae,Prunus avium
Lymantria dispar,Rosaceae,Prunus dulcis
Lymantria dispar,Rosaceae,Prunus maritima
Lymantria dispar,Rosaceae,Prunus padus
Lymantria dispar,Rosaceae,Prunus pensylvanica
Lymantria dispar,Rosaceae,Prunus persica
Lymantria dispar,Rosaceae,Prunus serotina
Lymantria dispar,Rosaceae,Prunus virginiana
Lymantria dispar,Rosaceae,Pyrus
Lymantria dispar,Rosaceae,Pyrus communis
Lymantria dispar,Fagaceae,Quercus
Lymantria dispar,Fagaceae,Quercus
Lymantria dispar,Fagaceae,Quercus
Lymantria dispar,Fagaceae,Quercus alba
Lymantria dispar,Fagaceae,Quercus bicolor
Lymantria dispar,Fagaceae,Quercus coccinea
Lymantria dispar,Fagaceae,Quercus coccinea/rubra
Lymantria dispar,Fagaceae,Quercus ilicifolia
Lymantria dispar,Fagaceae,Quercus imbricaria
Lymantria dispar,Fagaceae,Quercus macrocarpa
Lymantria dispar,Fagaceae,Quercus palustris
Lymantria dispar,Fagaceae,Quercus prinoides
Lymantria dispar,Fagaceae,Quercus prinus
Lymantria dispar,Fagaceae,Quercus rubra
Lymantria dispar,Fagaceae,Quercus stellata
Lymantria dispar,Fagaceae,Quercus velutina
Lymantria dispar,Ericaceae,Rhododendron calendulaceum
Lymantria dispar,Ericaceae,Rhododendron viscosum
Lymantria dispar,Anacardiaceae,Rhus glabra
Lymantria dispar,Anacardiaceae,Rhus typhina
Lymantria dispar,Grossulariaceae,Ribes rubrum
Lymantria dispar,Leguminosae (p),Robinia pseudoacacia
Lymantria dispar,Rosaceae,Rosa carolina
Lymantria dispar,Rosaceae,Rosa eglanteria
Lymantria dispar,Rosaceae,Rubus allegheniensis
Lymantria dispar,Rosaceae,Rubus idaeus
Lymantria dispar,Polygonaceae,Rumex altissimus
Lymantria dispar,Polygonaceae,Rumex crispus
Lymantria dispar,Polygonaceae,Rumex crispus
Lymantria dispar,Salicaceae,Salix
Lymantria dispar,Salicaceae,Salix
Lymantria dispar,Salicaceae,Salix alba
Lymantria dispar,Salicaceae,Salix discolor
Lymantria dispar,Salicaceae,Salix integra
Lymantria dispar,Caprifoliaceae,Sambucus nigra
Lymantria dispar,Lauraceae,Sassafras albidum
Lymantria dispar,Lauraceae,Sassafras albidum
Lymantria dispar,Smilacaceae,Smilax rotundifolia
Lymantria dispar,Rosaceae,Sorbus americana
Lymantria dispar,Rosaceae,Spiraea tomentosa
